YEAR,MONTH/STATIONS,GITEGA,BUTAMWA,KIGALIAERO,BUSASAMANA NYANZ,NYAMIYAGA,RURANGAZI,CYILIRiceCooper,KIGEMBE,GAKOMA,MUKINDOSECTOR,RUNYOMBI,CYAHINDA,KIBEHO,NYAKIBANDAGRAND,SIMBI,BURUHUKIRO,CYANIKA,GIKONGOROMET,KIGEME,GATARE,KADUHA,MUSHUBI,MUDASOMWATARE,GITWE,BYIMANA,KINAZI,KIGOMARUHANGO,KIVUMU,KIBANGU,NYABINONI,NYAMABUYE,RUGENDABARI,GIHINGAGACUR,KAYENZI,MUGINA,GISHYITA,RUBENGERAMET,RUGABANO,TWUMBA,BONEZA,GIHANGO,MURUNDA,RYABIZIGE,GISENYIAERO,KANAMA,NYUNDO,BIGOGWE,RWANKERINYABIHU,GATUMBA,MURAMBAPAROISSE,KABAYA,NYANGENGOR,SOVU,BUGARAMARIZ,KAMEMBEAERO,NKANKA,NYAKABUYE,NTENDEZI,CYATO,NYAMASHEKE,KANJONGO,KIRIMBI,SHANGI,CYINZUZI,RUTONGO,MUGAMBAZImuramb,RUKOZO,RUSIGA,CYABINGO,JANJA,MINAZI,NEMBA,RULIMUSASA,RUSHASHI,REMERARUHONDO,BUSOGOISAE,RUHENGERIAERO,KINIGI,NYANGEMUSANZE,SHINGIRO,BUTARO,KAGOGO,NTARUKA,RUHUNDE,RWESERO,BYUMBAMET,MULINDIUSINE,KABEZANYAM,GISHARI,RWAMAGANA,NZIGE,NYAKIGANYAGATAR,KAGITUMBA,NYAGATARE,RWEMPASHA,GASANGE,KABARORE,KIZIGURO,NGARAMA,NYAGAHANGAEFA,RWIMBOGO,GAHINI,KABARONDO,MURUNDI,KAYONZA,MWIRI,KAWANGIRE,NDEGO,KIREHE,MPANGA,NYAMUGALIKIREHE,NYARUBUYE,JARAMA,KIBUNGOKAZO,SAKE,ZAZA,NYAMATA,RUHUHA,JURU
2025,April,216.9,101.9,135.3,164.6,166.2,121.7,151.9,152.4,102.8,170.1,425.3,142.3,242,192.4,237.9,384.7,154.2,194.9,212.7,268.4,195.2,184.8,213.9,146.5,194.5,165.3,137.6,151.4,168.2,257.7,155.7,159,184.6,129,133.6,191.1,191.6,180.8,240.8,-99,157.5,123.6,158.7,119.9,-99,176,155.4,206.3,268.9,229.1,251.1,106.6,150.6,207.6,220.5,139.9,212.7,210.7,230.3,169.7,213.2,200.3,168.7,129.9,140.9,225.7,192.8,174.5,297.1,304.2,269.4,257.8,111.5,236.5,255.9,222.3,170.9,175.3,192.1,-99,270.3,169.1,150.7,202.4,-99,187.9,-99,173.4,146.9,161,97.7,97.4,98.2,132.1,139.7,-99,90,155.8,131.1,174.1,152.6,-99,149.9,116.6,205.3,143.9,182.6,130.6,81.4,181.3,128.5,-99,99.3,154.2,105.4,157.7,108.1,110.3,105.4
2025,May,122.7,-99,98.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,105.7,-99,-99,-99,-99,-99,-99,127.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,104.5,-99,-99,-99,-99,-99,-99,163.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,92.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,145.1,138.2,-99,-99,-99,-99,-99,-99,-99,-99,157.2,-99,-99,-99,-99,-99,-99,-99,185.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,114.2,-99,-99,-99,-99,-99,-99,106.7,-99,-99,-99,-99,-99
2025,June,24.7,-99,48.8,26.1,19.6,22.3,44.9,9,-99,4.6,15.4,1.1,40.1,3.2,44.1,54.4,-99,43.4,60,39.7,69.6,40.4,50.5,48.7,28.4,40.3,40.4,31.5,66.5,29.8,35.7,14,21.3,28.3,21.8,39,31.4,79.2,47.9,70.1,53.6,56,78.3,86.3,90.2,-99,-99,105.8,55.2,61.6,63.1,-99,66.3,27.4,62.2,27.2,40.2,82.3,27.6,-99,-99,40.5,56.4,44.1,76.6,-99,56.4,39.3,56.6,62.6,36.5,38.7,17.8,32,47.5,106,47.8,66.6,63.4,84.2,80,44.9,74.8,-99,-99,27.6,-99,-99,64.1,53.1,40,53.6,92.5,15.3,23.9,36.1,36.9,55.4,119,-99,42.5,-99,33.6,16.5,34.9,15.1,61.62,8.1,15.5,13.1,23.4,12.4,14.7,30.3,8.5,-99,18.5,13.1,12.9
2025,July,0.3,-99,7.8,11.2,1.2,9.7,5.1,0,-99,-99,7.2,0,2.4,1.6,2.9,20.2,10.6,17.4,11.5,21,21.1,4.6,8,12.6,12.7,-99,2.6,60.1,77.9,-99,32,-99,14,16.2,-99,103.4,97.4,88.4,63.4,-99,53.4,47,49.6,75.2,105.9,82.9,-99,109,82.2,100.1,125.5,107,41.8,-99,27.1,50.7,-99,99.6,125.2,-99,-99,32.7,40,3.3,19.9,3,4.2,-99,46.6,65.2,35.4,68.3,30.4,5.5,44.6,135.3,88.4,145.2,99.6,-99,44,43.7,43.5,18.4,-99,23.9,-99,-99,2.5,2,0.6,25.2,74.7,3.8,3.8,2.9,7.7,10.8,-99,26.3,5.6,-99,1.6,1.3,2.1,6.1,3.8,-99,2.8,0,0.3,0,0,4.6,0,0.8,3.5,9.4,-99
2025,August,64.1,-99,101.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,61.2,-99,-99,-99,-99,62.4,-99,-99,-99,-99,-99,-99,68.84,-99,-99,-99,165.4,-99,-99,-99,101.5,-99,-99,-99,75.9,-99,-99,-99,-99,117.7,-99,-99,-99,-99,-99,80.1,-99,111.9,-99,80.9,-99,-99,95.5,-99,-99,64.3,-99,-99,-99,70.8,-99,119.2,82.1,-99,-99,-99,111.7,-99,-99,-99,-99,86.5,-99,89.4,110,130,-99,-99,177.2,-99,-99,141,-99,79,-99,-99,-99,-99,-99,-99,166.5,65.8,-99,-99,96,-99,-99,129.2,-99,-99,-99,-99,-99,17,34.1,-99,13,-99,-99,-99,-99,32.1,-99,54.7,86.3,44.7,-99
2025,September,35.9,-99,39.5,-99,25.8,-99,-99,-99,-99,-99,-99,88.4,79.3,-99,-99,-99,-99,121.7,-99,-99,-99,-99,-99,-99,56.5,-99,-99,-99,116.8,-99,-99,-99,55.2,-99,-99,-99,103.3,-99,-99,-99,-99,71.8,-99,108.8,-99,-99,-99,72,-99,61.4,-99,109.8,-99,-99,108.9,-99,-99,106,-99,-99,-99,132.4,-99,33.2,59.6,-99,-99,-99,79.2,-99,-99,-99,-99,69.7,-99,129.3,123.4,158.2,-99,-99,164.7,-99,-99,139,-99,138.57,-99,-99,-99,-99,-99,-99,57.7,57.7,-99,-99,18.3,-99,-99,40,-99,-99,-99,-99,-99,31.9,44.6,-99,18.1,8.2,-99,-99,-99,43.4,-99,58.4,55.8,32,-99
2025,October,103,123.5,95,114.7,185.3,128.5,158.2,103.1,138.9,132.5,191.7,63,190.3,117.8,173.9,412.3,170.7,204.8,249.7,265.8,154.5,226.1,175.3,167.6,144.4,169.9,116,112.4,94.9,185,141.2,166.2,114.4,91.9,160.7,156.4,161.7,194.8,173,297.3,133.7,211,169.2,115.8,189.6,174.9,107.3,199.6,174,234,198.6,198.8,97.8,118.6,191.7,195.1,147.6,263.4,297.6,131.8,205.4,220.1,182.9,194.9,169.9,13,191,236.4,144.1,176.4,116.9,128.9,153.7,129.2,179,196.9,214.4,168.6,229.1,198.7,250.6,169.2,164.6,216.8,-99,197.4,-99,220.8,151.8,-99,156.6,160.7,152.9,198.8,163.2,189.7,115.9,121.6,102,158.5,137.6,115.9,108.9,143,-99,110.5,-99,102.7,111.9,95.9,78.4,69.1,133.6,151.2,187.7,309,160.4,186.1,89.6
2025,November,107.8,75.1,66.5,-99,99.9,107.2,126.7,102.5,105.2,101.4,87.2,176.9,91.5,115.4,102.2,218,119,96.2,-99,113.1,150.8,155.8,116.9,122.2,88.4,78.7,144.2,118,146.8,174.9,138.3,131.5,100.7,140.2,82.9,96.4,125.1,153.9,113.2,157.5,122.1,86.7,50.6,-99,108.2,119.2,107.1,142,152,106.5,71.1,142.6,96.4,132.8,99.8,95.2,198.9,252.8,143,61.1,85,88.3,128.6,123.2,99.8,15.2,76.2,141.4,157.9,-99,152.2,229.7,110.5,135.8,173.5,214.4,126.5,145.8,146.8,-99,148,-99,58.7,109.9,-99,104.3,-99,130.7,81.5,84.2,91.6,87.6,91.4,211.1,116.4,80.1,68.7,92.8,95.4,-99,128.2,122,48.5,75.7,-99,109.4,-99,29.5,40.7,72.5,64.5,50.3,85.3,97.1,100.1,88.1,76.9,110.4,105.1
2025,December,98.7,-99,89.5,151.4,46.3,116.5,116.1,-99,102.5,134.6,-99,70.2,-99,97.1,125.1,199.4,-99,113.8,-99,139.5,131.5,-99,126.5,187.8,118.6,-99,130.5,77.9,-99,131,133.9,-99,110.2,104.6,-99,188.3,173.1,163.6,-99,221.4,178.5,137.3,92.9,153,135.7,121.6,108.3,83,134.1,-99,198.3,109.7,-99,-99,165.7,112.6,130.1,191,125.5,-99,-99,-99,-99,109.8,92.4,-99,-99,89.6,164.3,97.8,109.9,124.7,92.1,84.4,99.2,140.9,78.1,133.6,99.8,-99,128.9,154.4,121.4,54.7,-99,91.4,-99,119.3,88.4,85.9,163.3,115.2,129.7,81.9,-99,-99,99.5,92.1,-99,-99,164.5,-99,84.5,115,-99,-99,-99,83.5,78.3,80,94.1,94,-99,112.8,119.7,125.5,70.1,112.3,78.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,290.6,249.5,215.4,272.1,234,298.9,249.9,393.1,255.1,301.9,523.1,365.2,364.4,357.3,335.2,412.3,265.3,351.5,327.5,441.5,333.2,388.5,342.7,264.6,366.2,209.9,262.4,292.6,247.4,343.2,344.6,317.9,244.5,259.8,295.2,325.9,218.3,352.8,385.9,495,283.1,264.1,246.6,221.7,301.1,268,321.1,272.2,299.9,275,323.8,272.7,351.2,281.7,327.2,235.8,274.1,426.5,329.1,245.9,258.9,302.1,297,227.4,252.3,248.5,217.8,283.2,334.4,349,337.5,350.2,286.7,310.9,341.4,279.4,317.2,328.6,348.4,228,276.7,231.1,263.4,262.8,209.2,281.7,219.7,226.3,203.9,229.6,230.4,287.8,238.8,211.1,167.5,195.9,212.5,240.9,182.5,197.8,361,220.3,228.7,229,205.3,203,255.3,190.2,184,246,183.8,213.3,281.3,299.6,187.7,309,255.5,269.5,190.8
,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99
